x,y
0.183699809,0.716309422
0.294569449,0.560653738
0.138852508,0.651720324
0.174844852,0.661868831
0.410937405,0.660007087
0.172096941,0.765959644
0.022273651,0.87501527
0.296098716,0.560390483
0.188023768,0.74040078
0.315341082,0.617092515
0.247062574,0.577904996
0.159658901,0.686985071
0.148416917,0.62902357
0.112752719,0.813710007
0.057111418,0.507568614
0.150556298,0.884931809
0.315988322,0.620718407
0.315435373,0.729242106
0.343756724,0.641912845
0.222167437,0.853984511
0.133400379,0.678060802
0.360623277,0.735261349
0.208112113,0.728819742
0.343320827,0.812776767
0.00643526,0.614075215
0.331925012,0.658861884
0.393111184,0.8064631
0.379072596,0.723598307
0.114991005,0.804429488
0.176196295,0.690424753
0.249536371,0.661788951
0.390800528,0.700057411
0.356338375,0.787219248
0.243005592,0.575235745
0.110457982,0.791894538
0.116001122,0.587414124
0.100018169,0.786441482
0.394684866,0.778367137
0.086969951,0.710722467
0.350063386,0.575452178
0.304093707,0.855365408
0.220678202,0.486849807
0.080308229,0.617978785
0.210106352,0.657606707
0.213049096,0.591939093
0.132882983,0.689935753
0.364710289,0.740337871
0.26349876,0.471151552
0.305531917,0.732070336
0.223342918,0.69875927
0.204433655,0.655684688
0.090438509,0.680796803
0.242405324,0.701526053
0.147908554,0.693971391
0.245416315,0.665945809
0.26828187,0.432175121
0.372551557,0.798058087
0.169688513,0.693456497
0.218267865,0.751540215
0.279883568,0.601187575
0.219486128,0.796972109
0.145187584,0.694498728
0.365828496,0.728451552
0.400416547,0.746082433
0.290055245,0.741871363
0.553735457,0.692779707
0.047139277,0.577477543
0.26121733,0.677262719
0.325615535,0.734135821
0.277360295,0.719011409
0.116142332,0.676720059
0.067061683,0.580124454
0.169835582,0.677724045
0.245915043,0.571135599
0.13255308,0.598017677
0.255736166,0.900499725
0.145336393,0.589804118
0.157310284,0.606557251
0.295236267,0.657174138
0.365433789,0.560006703
0.132089858,0.704674853
0.247191386,0.782996641
0.225139681,0.850412089
0.261495823,0.764086633
0.28043727,0.479836008
0.276575671,0.544111193
0.345653345,0.729978588
0.314316511,0.653006741
0.22974877,0.62942726
0.305923628,0.74451314
0.190318281,0.681051135
0.377731881,0.720470763
0.343425301,0.665630302
0.174197562,0.597536782
0.274657117,0.762256728
0.335760819,0.71088789
0.233726796,0.648223572
0.208751379,0.847355804
0.179649718,0.62243968
0.225616982,0.783781463
0.892667539,0.117918357
0.705979558,0.235068624
0.584933359,-0.043945333
0.695520345,0.272955136
0.434849052,0.011039644
0.74312803,0.05678451
0.979465057,0.243913058
0.719888206,0.074609369
0.899450391,-0.123555869
0.669307939,-0.202077213
0.743856428,0.136688505
0.611002979,0.275227543
0.758141019,-0.027186437
0.801888508,0.287490414
0.733952925,-0.105325223
0.684044377,0.161074784
0.699850738,0.191716031
0.692899024,-0.00715341
0.759834905,0.178801954
0.634573851,0.201155081
0.711718957,0.289330573
0.453760747,0.160655049
0.658384352,-0.100032736
0.80167379,-0.073464087
0.781710309,0.244431662
0.692313268,0.038033768
0.836932944,0.01213195
0.477849774,-0.004565643
0.778871099,0.075626168
0.575625505,0.040674021
0.838220226,-0.008884808
0.809033019,0.224370524
0.733110956,-0.003728174
0.762063139,0.188729127
0.817978787,0.159798699
0.882739159,0.01569668
0.7225826,0.119104166
0.531376552,0.037151458
0.719033795,-0.123688784
0.874981815,0.088254808
0.771341474,-0.025876316
0.70925672,0.151889145
0.719202958,-0.186284855
0.806809632,0.194141634
0.595573591,0.19177409
0.708191904,0.052171704
0.820411698,0.111817424
0.827216522,0.1840546
0.66601995,0.058174039
0.798175211,0.19180507
0.73835881,0.321325408
0.790948522,0.150872159
0.696434041,0.09246565
0.704085684,-0.205855395
0.603213299,0.149259227
0.854989679,-0.101398457
0.852447562,0.050031925
0.707454033,0.263277773
0.708504161,0.216276836
0.842369999,0.263870479
0.802172895,-0.025672917
0.677255545,0.002723639
0.711019507,-0.055792364
0.584059401,-0.001863938
0.824537899,-0.231925833
0.988805525,0.297899213
0.691501892,0.085767076
0.879844478,0.039171594
0.699089208,0.286899847
0.70737527,0.376738956
0.850462056,0.035417537
0.667988028,-0.005522116
0.72982161,-0.052382152
0.752011603,-0.058721132
0.810009778,0.009373998
0.822757941,0.224349448
0.670616084,0.192530221
0.67872263,0.175421461
0.835888149,0.574267604
0.890379433,0.020270986
0.694785928,0.054879127
0.709798911,0.205567834
0.707856013,0.003325581
0.598506654,0.06722627
0.82637535,0.006748357
0.660615998,-0.166758347
0.650325703,-0.089589896
0.771090833,0.184657975
0.738101228,0.361986681
0.450462314,0.072932278
0.691653886,0.122465236
0.638805418,0.264063168
0.738309565,0.105663501
0.846044027,0.19136268
0.701255237,0.028916164
0.728266822,0.23886459
0.757678857,0.103190704
0.771213367,-0.091375947
0.591945046,0.014335463
0.495824233,0.130186957
