x,y
0.278040904,0.542699978
0.207378909,0.703136917
0.120056521,0.675930376
0.219105556,0.593614455
0.313581017,0.69904373
0.207211034,0.625561424
0.044590873,0.627876203
0.314558782,0.717070592
0.40305736,0.58987042
0.325252838,0.620086356
0.262356714,0.722360821
0.058095747,0.832428428
0.303902236,0.649041195
0.113517242,0.648398297
0.117623491,0.826491501
0.245278191,0.658988392
0.120649633,0.740022807
0.13253876,0.542998466
0.105344159,0.6620077
0.203615123,0.767682822
0.254357456,0.905957468
0.516208972,0.659690199
0.411327067,0.66580205
0.419307858,0.835928368
0.110993773,0.666610227
0.489003463,0.747445309
0.437367609,0.670634413
0.138869227,0.60128399
0.19828854,0.600780613
0.220786597,0.721761038
0.204330414,0.68732178
0.18291586,0.749521388
0.094879307,0.74533039
0.146560453,0.795720205
0.41631495,0.630828647
0.203623229,0.599174214
0.481472304,0.569780479
0.228510242,0.561269208
0.321141471,0.552957458
0.128236696,0.801478554
0.366017811,0.624439286
0.287006762,0.588779596
0.334553702,0.852659743
0.351074281,0.603703842
0.248322038,0.664873541
0.189645825,0.687180488
0.329710625,0.746709796
0.321952873,0.635104617
0.289634865,0.815233432
0.202887487,0.73569255
0.162840047,0.78279466
0.366271638,0.676991066
0.247478916,0.626176838
0.274308688,0.675858843
0.301518693,0.746541031
0.071648709,0.888967086
0.200506421,0.631206
0.23201553,0.84352637
0.27680785,0.795959411
0.11892472,0.671674063
0.125761126,0.523168182
0.184785249,0.927277496
0.248429082,0.74996641
0.28466003,0.686281133
0.182043508,0.592949776
0.267032962,0.823697036
0.336329713,0.637809804
0.154616134,0.730772591
0.133384632,0.868888964
0.01912654,0.766689569
0.358522888,0.622430412
0.437348249,0.816551773
0.415222753,0.614816365
-0.006350166,0.767788202
0.35463819,0.665295598
0.06779415,0.667637568
0.360738025,0.738366391
0.296149206,0.93756358
0.082101567,0.630195564
0.120913313,0.66206313
0.221606844,0.566838834
-0.022600659,0.717470596
0.071895551,0.720760052
0.125591855,0.714862616
0.138097024,0.603478208
0.042396591,0.754099345
0.282166422,0.793527216
0.121360156,0.513224828
0.239258915,0.531198965
0.241793025,0.409730326
0.315270963,0.702154559
0.248475328,0.736267911
0.23729328,0.79620172
0.158014156,0.744962338
0.288540179,0.529437986
0.294025452,0.717537476
0.367153666,0.769419648
0.328302958,0.781287647
0.095728857,0.65968308
0.170898173,0.696893298
0.320492043,0.686702933
0.09378272,0.61527134
0.368098114,0.832876893
0.18841785,0.559659536
0.373116031,0.61412307
0.189853874,0.762857605
0.068669574,0.66244999
0.185895754,0.787396853
0.19992003,0.518105266
0.266757573,0.742591185
0.097805891,0.609085892
0.335631482,0.614997733
0.241620608,0.674276082
0.192774783,0.650538538
0.075194594,0.616183642
0.256679519,0.592965628
0.327606817,0.773921093
0.14627587,0.542385057
0.21369235,0.655717752
0.141098903,0.594706015
0.224574565,0.688942768
0.324237563,0.735737013
0.291202044,0.647004476
0.293642709,0.656003516
0.188227244,0.805821467
0.327445541,0.687418059
0.184914269,0.69703476
0.240629087,0.578269145
0.203259706,0.546525154
0.215259638,0.743192297
0.163202348,0.671946393
0.119538414,0.707430443
0.146498866,0.535551679
0.171214989,0.779945584
0.390960331,0.781683174
0.329794113,0.665181964
0.130968759,0.650991822
0.018561742,0.630881533
0.228941147,0.695557026
0.428971316,0.637786137
0.240864327,0.66806744
0.085307713,0.623826517
0.180460067,0.592964471
0.188187721,0.548028783
0.186811475,0.760919623
0.307027683,0.705241754
0.274630693,0.640737267
0.244544861,0.67595828
