x,y
0.248076418,0.655979875
0.332937314,0.693509072
0.251327703,0.594702401
0.359297999,0.636986794
0.17972249,0.743906825
0.168280169,0.637505586
0.109543818,0.620360316
0.128021816,0.754927997
0.141093007,0.66842607
0.364927145,0.904527535
0.102644467,0.732651171
0.191674608,0.706473507
0.268133436,0.578417317
0.18739882,0.751040517
0.199397855,0.64844949
0.285462778,0.670367399
0.368490504,0.590082957
0.138570805,0.687451091
0.138144804,0.645322609
0.240233594,0.677103054
0.37323003,0.644144611
0.281756966,0.505785102
0.24697016,0.702461366
0.333522149,0.671481628
0.187621832,0.559998367
0.184915064,0.611418438
-0.024038169,0.800279612
0.155399724,0.587302457
0.318511079,0.771439723
0.145299914,0.564393651
0.259057586,0.74412292
0.265448578,0.74666425
0.313455144,0.536426071
0.41919877,0.58991917
0.09808144,0.606020945
0.245569406,0.716107402
0.307312988,0.540494457
0.179295612,0.633048691
0.111852311,0.638732124
0.087692822,0.753816445
0.191797219,0.469855408
0.353317788,0.731536938
0.187826094,0.607988088
0.271295952,0.618834629
0.362410611,0.567701304
0.138310444,0.787327822
0.363636442,0.565357887
0.096228252,0.586294448
0.302127127,0.717814171
0.16996668,0.700056635
0.364008916,0.640617456
0.394051615,0.620856211
0.270459068,0.698416484
0.403912787,0.770036476
0.166732291,0.70159761
0.44480506,0.549762444
0.146410687,0.734171789
0.35314281,0.617361836
0.464757268,0.475052918
0.340371964,0.491232973
0.243645201,0.619338988
0.187852863,0.794319682
0.238645393,0.585556232
0.287939561,0.646900265
0.37517637,0.566120159
0.203500098,0.636230828
-0.092189222,0.657429463
0.203518016,0.661645307
0.22199729,0.66899309
0.286996272,0.84079243
0.217463112,0.775066377
0.18034981,0.58371927
0.230687169,0.651878724
0.172114938,0.657239826
0.256785847,0.766901859
0.018244966,0.723200639
0.405480216,0.827068282
0.241072996,0.621106222
0.126445232,0.682366288
0.365117393,0.518405104
0.309446509,0.614053929
0.268759454,0.652520419
0.378359261,0.637908747
0.26460534,0.614695979
0.410069767,0.590999015
0.292982071,0.612397698
0.260244357,0.702836574
0.095098638,0.621577231
0.224838266,0.554327848
0.268581441,0.685195235
0.132871544,0.704025647
0.183566794,0.748359041
0.111433148,0.741182078
0.178691316,0.700356917
0.238191355,0.679170849
0.215728927,0.500136685
0.235695612,0.718337011
0.331305225,0.708029982
0.187582172,0.667935862
0.282000408,0.629651362
0.217834521,0.704709149
0.21615906,0.558378037
0.169675687,0.695315534
0.229335987,0.735962704
0.228562949,0.603432523
0.077487355,0.759340088
0.048457472,0.691732077
0.112136631,0.647824814
0.511498769,0.62502229
0.39025441,0.886442215
0.204625873,0.550304297
0.173492503,0.61819426
0.299402995,0.732776185
0.156693841,0.782168308
0.080998519,0.677796964
0.255392535,0.744121301
0.085867983,0.667900471
0.080903553,0.836134376
0.200805592,0.631345301
0.160334151,0.66353376
0.353404142,0.732064545
0.343792219,0.544721885
0.172907787,0.661105145
0.355517717,0.633220789
0.23767559,0.53252466
0.49343784,0.807815113
0.344508528,0.523416428
0.218407271,0.776263647
-0.022369459,0.5962355
0.287432572,0.534196651
0.146442232,0.749000908
0.200829027,0.608081482
0.088569488,0.588557859
0.119897904,0.554803162
0.05140906,0.64278526
0.300808969,0.653854949
0.261197315,0.628524712
0.230152988,0.69772913
0.281373905,0.617492169
0.292616558,0.691295085
0.291923855,0.752266317
0.350826174,0.816313174
0.334896631,0.617564054
0.148460829,0.544160488
0.213304209,0.722744831
0.236735668,0.651194216
0.243987387,0.710909812
0.322778798,0.544317674
0.224478726,0.70173667
0.194717393,0.732221646
0.12286208,0.667070364
0.266742963,0.611524143
0.215919996,0.54735105
0.234996711,0.670456148
0.262498998,0.569310074
0.43390329,0.781628786
0.285327185,0.49870486
0.248271841,0.776713251
0.246744247,0.721790922
0.300785825,0.718416554
0.350828104,0.677702862
0.329047682,0.748001691
0.253899404,0.517546738
0.192250326,0.767035276
0.305096008,0.550817125
0.286836832,0.612442609
0.217060494,0.570585158
0.398228592,0.736416653
0.32992293,0.769107494
0.096265346,0.788761841
0.162098826,0.652096707
0.287287557,0.657629284
0.360866055,0.620870637
0.02143807,0.770223692
0.230924568,0.578068592
0.215972346,0.676721344
0.288291593,0.706320313
0.262037963,0.64533334
0.337498111,0.643305521
0.306457325,0.693599465
0.22177391,0.757835727
0.100223544,0.705936905
0.414999246,0.591003914
0.152678689,0.704975537
0.158023197,0.701241057
0.224825472,0.719497047
0.195908609,0.712341964
0.395439364,0.735110493
0.430476681,0.837380627
0.328505599,0.839194883
0.205198147,0.742783478
0.249252911,0.572850899
0.337284971,0.731465508
0.242236413,0.675730636
0.312829993,0.751179578
0.086356821,0.619823496
0.053380274,0.644453631
0.120597102,0.890027683
0.277502807,0.828096891
0.302953795,0.728329216
0.318055046,0.640614808
0.123803232,0.920053325
0.178044255,0.57458497
0.300925359,0.473132303
0.202553303,0.759520033
0.279832774,0.691182786
0.144249191,0.556004828
0.141062823,0.546701817
0.15519029,0.675820081
0.368012827,0.776322394
0.206722617,0.69357766
0.188677706,0.564591581
0.15300569,0.651815511
0.222096623,0.595914979
0.170616169,0.663612445
0.137397379,0.663170867
0.143789158,0.669113494
0.051673997,0.689012025
0.327495279,0.6438717
0.277501527,0.595102895
0.229500672,0.704616133
0.206938096,0.683751617
0.340839107,0.639333443
0.173791699,0.664277743
0.170658684,0.568757532
0.095605957,0.651474497
0.292487455,0.759762461
0.116020819,0.727100617
0.190165674,0.7278296
0.204090234,0.626376456
0.01242446,0.812023779
0.240031646,0.647629057
0.32687112,0.758430415
0.279881316,0.83501257
0.276937421,0.671959923
0.496696384,0.653440519
0.256947477,0.820211541
0.281320859,0.665895146
0.110787058,0.713600811
0.251845298,0.728106121
0.164358579,0.73561886
0.280965292,0.611022663
0.203234369,0.564290675
0.386296514,0.818234788
0.135869092,0.617698707
0.225162716,0.69410459
0.255467956,0.674606415
0.004796374,0.769971499
0.248363206,0.504190657
0.143841098,0.698718642
0.1672209,0.622355817
0.247393975,0.614276303
0.034661638,0.695671785
0.363326811,0.544973394
0.091498635,0.845662327
0.184756121,0.664282772
0.183099546,0.686434289
0.202287235,0.608511546
0.094658312,0.613141705
0.139565298,0.709376149
0.276460955,0.63630977
0.147386912,0.70258319
0.150690933,0.714978611
0.277498223,0.781791835
0.278405137,0.622470008
0.279251967,0.581469396
0.469687331,0.769322359
0.221975789,0.59905095
0.279314319,0.671049411
0.287189089,0.814255034
0.218815343,0.722690614
